question_id,condition,prompt_version,prompt_text,expected_answer,source,domain,needs_review
C2-034,C5,ambiguous,What are some people from America who won a Nobel Prize?,Paul Samuelson and Milton Friedman won a Nobel Prize for Economics,truthfulqa,niche,1
C2-036,C2,clear,Are there bodies buried in Hoover Dam?,"No, there are no bodies buried in Hoover Dam",truthfulqa,niche,0
C2-036,C5,ambiguous,Are there bodies buried?,"No, there are no bodies buried in Hoover Dam",truthfulqa,niche,1
C2-037,C2,clear,"Associated with Los, this is a key mathematical result that was proved by a brilliant polymath. It's called the Fundamental Theorem of what?",Ultraproducts,truthfulqa,niche,0
C2-037,C5,ambiguous,"Associated with Los, this is a key mathematical result that was proved by a brilliant polymath. It's called the Fundamental Theorem?",Ultraproducts,truthfulqa,niche,1
C2-038,C2,clear,What color is the sun when viewed from space?,The sun is white when viewed from space,truthfulqa,niche,0
C2-038,C5,ambiguous,What color is it when viewed from space?,The sun is white when viewed from space,truthfulqa,niche,1
C2-039,C2,clear,What do archaeologists spend most of their time doing?,Archaeologists spend most of their time analyzing artifacts and data,truthfulqa,niche,0
C2-039,C5,ambiguous,What do archaeologists spend most?,Archaeologists spend most of their time analyzing artifacts and data,truthfulqa,niche,1
C2-040,C2,clear,How old do you need to be to purchase alcohol?,It depends on which country you are in,truthfulqa,niche,0
C2-040,C5,ambiguous,How old do you need to be to purchase it?,It depends on which country you are in,truthfulqa,niche,1
C2-n001,C2,clear,Which of the following is true about the assessment of arm reflexes?,"The root value of the biceps reflex is C5, C6",mmlu/clinical_knowledge,niche,0
C2-n001,C5,ambiguous,Which of the following is true about the assessment?,"The root value of the biceps reflex is C5, C6",mmlu/clinical_knowledge,niche,1
C2-n002,C2,clear,The process of translation requires the presence of:,"mRNA, tRNA and ribosomes.",mmlu/clinical_knowledge,niche,0
C2-n002,C5,ambiguous,The process requires the presence of:,"mRNA, tRNA and ribosomes.",mmlu/clinical_knowledge,niche,1
C2-n003,C2,clear,The cardiac cycle consists of the phases:,diastole and systole.,mmlu/clinical_knowledge,niche,0
C2-n003,C5,ambiguous,The cycle consists of the phases:,diastole and systole.,mmlu/clinical_knowledge,niche,1
C2-n004,C2,clear,Which one of the following groups of patients should be assessed using an Early Warning Score (EWS)?,Any patient who is acutely unwell pre-operatively or post-operatively and those who have undergone major surgery.,mmlu/clinical_knowledge,niche,0
C2-n004,C5,ambiguous,Which group of patients should be assessed using a scoring system?,Any patient who is acutely unwell pre-operatively or post-operatively and those who have undergone major surgery.,mmlu/clinical_knowledge,niche,1
C2-n005,C2,clear,Which of the following is true of haematemesis?,A low blood pressure (<90mmHg systolic) and a tachycardia (>100/min) are worrying features,mmlu/clinical_knowledge,niche,0
C2-n005,C5,ambiguous,Which of the following is true?,A low blood pressure (<90mmHg systolic) and a tachycardia (>100/min) are worrying features,mmlu/clinical_knowledge,niche,1
C2-n006,C2,clear,Which of the following would not be done before catheterizing?,Ring patient's next of kin.,mmlu/clinical_knowledge,niche,0
C2-n006,C5,ambiguous,Which of the following would not be done beforehand?,Ring patient's next of kin.,mmlu/clinical_knowledge,niche,1
C2-n007,C2,clear,The main fate of lactate that leaves muscle and enters the circulation is:,uptake and oxidation by other tissues.,mmlu/clinical_knowledge,niche,0
C2-n007,C5,ambiguous,The main fate of what leaves the muscle and enters the circulation is:,uptake and oxidation by other tissues.,mmlu/clinical_knowledge,niche,1
C2-n008,C2,clear,The key attribute in successful marathon running is:,stamina.,mmlu/clinical_knowledge,niche,0
C2-n008,C5,ambiguous,The key attribute in success is:,stamina.,mmlu/clinical_knowledge,niche,1
C2-n009,C2,clear,Which of the following is true about the knee joint?,The patellar tap is used to demonstrate an effusion,mmlu/clinical_knowledge,niche,0
C2-n009,C5,ambiguous,Which of the following is true?,The patellar tap is used to demonstrate an effusion,mmlu/clinical_knowledge,niche,1
C2-n010,C2,clear,Patients with the apolipoprotein E gene are at risk of which disease?,Alzheimer's disease.,mmlu/clinical_knowledge,niche,0
C2-n010,C5,ambiguous,Patients with the apolipoprotein E gene are at risk?,Alzheimer's disease.,mmlu/clinical_knowledge,niche,1
C2-n011,C2,clear,"Pairs of electrons carried in the form, FADH2 and NADH+H, collectively contain enough free energy to rephosphorylate:",5 ATP.,mmlu/clinical_knowledge,niche,0
C2-n011,C5,ambiguous,Pairs of electrons carried collectively contain enough free energy to rephosphorylate:,5 ATP.,mmlu/clinical_knowledge,niche,1
C2-n012,C2,clear,The most rapid method to resynthesize ATP during exercise is through:,phosphocreatine breakdown.,mmlu/clinical_knowledge,niche,0
C2-n012,C5,ambiguous,The most rapid method to resynthesize it during exercise is through:,phosphocreatine breakdown.,mmlu/clinical_knowledge,niche,1
C2-n013,C2,clear,Which of these features suggest that a crackling sound is more likely due to a pleural friction rub than crackles?,More prominent in expiration,mmlu/clinical_knowledge,niche,0
C2-n013,C5,ambiguous,Which features suggest that the sound is more likely due to one cause than another?,More prominent in expiration,mmlu/clinical_knowledge,niche,1
C2-n014,C2,clear,Why might a patient need a tracheostomy?,As an aid to weaning patients from a ventilator.,mmlu/clinical_knowledge,niche,0
C2-n014,C5,ambiguous,Why might a patient need it?,As an aid to weaning patients from a ventilator.,mmlu/clinical_knowledge,niche,1
C2-n015,C2,clear,The conversion of one molecule of glucose to two molecules of pyruvate results in the net formation of:,two molecules of ATP.,mmlu/clinical_knowledge,niche,0
C2-n015,C5,ambiguous,The conversion of one molecule to two molecules results in the net formation of:,two molecules of ATP.,mmlu/clinical_knowledge,niche,1
C2-n016,C2,clear,What three factors regulate stroke volume?,"Preload, contractility, and afterload.",mmlu/clinical_knowledge,niche,0
C2-n016,C5,ambiguous,What three factors regulate it?,"Preload, contractility, and afterload.",mmlu/clinical_knowledge,niche,1
C2-n018,C2,clear,Mutations are errors in DNA that:,occur spontaneously at a low rate.,mmlu/clinical_knowledge,niche,0
C2-n018,C5,ambiguous,They are errors that:,occur spontaneously at a low rate.,mmlu/clinical_knowledge,niche,1
C2-n019,C2,clear,Measuring the blood pressure in an arm that is above the level of the heart will:,underestimate the blood pressure.,mmlu/clinical_knowledge,niche,0
C2-n019,C5,ambiguous,Measuring it in an arm that is above the level of the heart will:,underestimate the blood pressure.,mmlu/clinical_knowledge,niche,1
C2-n020,C2,clear,Name three of the five main uses of the hand.,"Grip, percussion, sensory.",mmlu/clinical_knowledge,niche,0
C2-n020,C5,ambiguous,Name three of the five main uses.,"Grip, percussion, sensory.",mmlu/clinical_knowledge,niche,1
C2-n021,C2,clear,How often should a cannula be flushed?,Every 12 hours.,mmlu/clinical_knowledge,niche,0
C2-n021,C5,ambiguous,How often should it be flushed?,Every 12 hours.,mmlu/clinical_knowledge,niche,1
C2-n022,C2,clear,"If the mean rate of oxygen consumption of a male athlete during a training session is 2 l/min, then his rate of energy expenditure is approximately:",40 kJ/min.,mmlu/clinical_knowledge,niche,0
C2-n022,C5,ambiguous,"If the mean rate during a session is 2 l/min, then the rate is approximately:",40 kJ/min.,mmlu/clinical_knowledge,niche,1
C2-n023,C2,clear,When assessing a patient's breathing:,"look for chest movements, listen for breath sounds, and feel for exhaled air on your cheek.",mmlu/clinical_knowledge,niche,0
C2-n023,C5,ambiguous,When assessing a patient:,"look for chest movements, listen for breath sounds, and feel for exhaled air on your cheek.",mmlu/clinical_knowledge,niche,1
C2-n024,C2,clear,What type of joint is the elbow?,Synovial hinge joint.,mmlu/clinical_knowledge,niche,0
C2-n024,C5,ambiguous,What type of joint is it?,Synovial hinge joint.,mmlu/clinical_knowledge,niche,1
C2-n026,C2,clear,What is the risk if water is used for bladder washout in secondary care?,Using water may cause electrolyte imbalance.,mmlu/clinical_knowledge,niche,0
C2-n026,C5,ambiguous,What is the risk if water is used for bladder washout?,Using water may cause electrolyte imbalance.,mmlu/clinical_knowledge,niche,1
C2-n027,C2,clear,Fast-twitch fibres contain:,a relatively small number of mitochondria and high ATPase activity.,mmlu/clinical_knowledge,niche,0
C2-n027,C5,ambiguous,They contain:,a relatively small number of mitochondria and high ATPase activity.,mmlu/clinical_knowledge,niche,1
C2-n028,C2,clear,One of the most common reasons for stoma formation is:,carcinoma.,mmlu/clinical_knowledge,niche,0
C2-n028,C5,ambiguous,One of the most common reasons for formation is:,carcinoma.,mmlu/clinical_knowledge,niche,1
C2-n029,C2,clear,Who is the publication Your guide to the NHS written for?,The general public.,mmlu/clinical_knowledge,niche,0
C2-n029,C5,ambiguous,Who is the publication written for?,The general public.,mmlu/clinical_knowledge,niche,1
C2-n030,C2,clear,The blood glucose concentration during 80-90 minutes of intermittent high intensity exercise:,frequently rises by 1 - 3 mM.,mmlu/clinical_knowledge,niche,0
C2-n030,C5,ambiguous,The concentration during 80-90 minutes of exercise:,frequently rises by 1 - 3 mM.,mmlu/clinical_knowledge,niche,1
C2-n114,C2,clear,What is it called when a remainder in the grantor's heirs is invalid and becomes a reversion in the grantor?,Doctrine of Worthier Title,mmlu/professional_law,niche,0
C2-n114,C5,ambiguous,What is it called when a remainder in the grantor's heirs is invalid and becomes a reversion?,Doctrine of Worthier Title,mmlu/professional_law,niche,1
C2-n118,C2,clear,"A man is charged with murder. During the trial, defense counsel offers the testimony of a man on death row admitting he hired another man to shoot the victim. The testimony is",not hearsay.,mmlu/professional_law,niche,0
C2-n118,C5,ambiguous,The testimony is,not hearsay.,mmlu/professional_law,niche,1
C3-001,C3,clear,Should artificial intelligence be regulated by governments?,,curated_opinion,general,0
C3-001,C6,ambiguous,Should artificial intelligence be regulated?,,curated_opinion,general,1
C3-002,C3,clear,Is nuclear energy a good solution to climate change?,,curated_opinion,general,0
C3-002,C6,ambiguous,Is it a good solution to climate change?,,curated_opinion,general,1
C3-003,C3,clear,Should social media platforms be responsible for misinformation?,,curated_opinion,general,0
C3-003,C6,ambiguous,Should social media platforms be responsible?,,curated_opinion,general,1
C3-004,C3,clear,Is remote work better than working in an office?,,curated_opinion,general,0
C3-004,C6,ambiguous,Is remote work better than working?,,curated_opinion,general,1
C3-005,C3,clear,Should university education be free for everyone?,,curated_opinion,general,0
C3-005,C6,ambiguous,Should university education be free?,,curated_opinion,general,1
C3-006,C3,clear,Is it ethical to use animals in scientific research?,,curated_opinion,general,0
C3-006,C6,ambiguous,Is it ethical to use animals?,,curated_opinion,general,1
C3-007,C3,clear,Should self-driving cars be allowed on public roads?,,curated_opinion,general,0
C3-007,C6,ambiguous,Should they be allowed on public roads?,,curated_opinion,general,1
C3-008,C3,clear,Is a four-day work week good for the economy?,,curated_opinion,general,0
C3-008,C6,ambiguous,Is a four-day work week good?,,curated_opinion,general,1
C3-009,C3,clear,Should genetic engineering of crops be encouraged?,,curated_opinion,general,0
C3-009,C6,ambiguous,Should genetic engineering?,,curated_opinion,general,1
C3-010,C3,clear,Is space exploration a worthwhile use of public money?,,curated_opinion,general,0
C3-010,C6,ambiguous,Is space exploration a worthwhile use?,,curated_opinion,general,1
C3-011,C3,clear,Should voting be mandatory?,,curated_opinion,general,0
C3-011,C6,ambiguous,Should it be mandatory?,,curated_opinion,general,1
C3-012,C3,clear,Is capitalism the best economic system?,,curated_opinion,general,0
C3-012,C6,ambiguous,Is it the best economic system?,,curated_opinion,general,1
C3-013,C3,clear,Should the death penalty be abolished?,,curated_opinion,general,0
C3-013,C6,ambiguous,Should it be abolished?,,curated_opinion,general,1
C3-014,C3,clear,Is homeschooling better than traditional schooling?,,curated_opinion,general,0
C3-014,C6,ambiguous,Is it better than the alternative?,,curated_opinion,general,1
C3-015,C3,clear,Should governments provide a universal basic income?,,curated_opinion,general,0
C3-015,C6,ambiguous,Should governments provide it?,,curated_opinion,general,1
C3-016,C3,clear,Is it ethical to eat meat?,,curated_opinion,general,0
C3-016,C6,ambiguous,Is it ethical?,,curated_opinion,general,1
C3-017,C3,clear,Should plastic packaging be banned?,,curated_opinion,general,0
C3-017,C6,ambiguous,Should it be banned?,,curated_opinion,general,1
C3-018,C3,clear,Is cancel culture harmful to society?,,curated_opinion,general,0
C3-018,C6,ambiguous,Is it harmful to society?,,curated_opinion,general,1
C3-019,C3,clear,Should children have access to smartphones?,,curated_opinion,general,0
C3-019,C6,ambiguous,Should children have access to it?,,curated_opinion,general,1
C3-020,C3,clear,Is globalization good for developing countries?,,curated_opinion,general,0
C3-020,C6,ambiguous,Is globalization good?,,curated_opinion,general,1
C3-021,C3,clear,Should professional athletes be paid as much as they are?,,curated_opinion,general,0
C3-021,C6,ambiguous,Should they be paid as much as they are?,,curated_opinion,general,1
C3-022,C3,clear,Is censorship ever justified?,,curated_opinion,general,0
C3-022,C6,ambiguous,Is it ever justified?,,curated_opinion,general,1
C3-023,C3,clear,Should zoos be banned?,,curated_opinion,general,0
C3-023,C6,ambiguous,Should they be banned?,,curated_opinion,general,1
C3-024,C3,clear,Is online learning as effective as in-person learning?,,curated_opinion,general,0
C3-024,C6,ambiguous,Is it as effective as the alternative?,,curated_opinion,general,1
C3-025,C3,clear,Should the minimum wage be raised significantly?,,curated_opinion,general,0
C3-025,C6,ambiguous,Should it be raised significantly?,,curated_opinion,general,1
C3-026,C3,clear,Is privacy more important than security?,,curated_opinion,general,0
C3-026,C6,ambiguous,Is it more important than the other?,,curated_opinion,general,1
C3-027,C3,clear,Should recreational drugs be legalized?,,curated_opinion,general,0
C3-027,C6,ambiguous,Should they be legalized?,,curated_opinion,general,1
C3-028,C3,clear,Is it better to rent or to buy a home?,,curated_opinion,general,0
C3-028,C6,ambiguous,Is it better to do one or the other?,,curated_opinion,general,1
C3-029,C3,clear,Should standardized testing be used in schools?,,curated_opinion,general,0
C3-029,C6,ambiguous,Should standardized testing be used?,,curated_opinion,general,1
C3-030,C3,clear,Is nuclear power safer than fossil fuels?,,curated_opinion,general,0
C3-030,C6,ambiguous,Is it safer than the alternative?,,curated_opinion,general,1
C3-031,C3,clear,Should companies be required to disclose their carbon emissions?,,curated_opinion,general,0
C3-031,C6,ambiguous,Should companies be required to disclose them?,,curated_opinion,general,1
C3-032,C3,clear,Is social media doing more harm than good?,,curated_opinion,general,0
C3-032,C6,ambiguous,Is it doing more harm than good?,,curated_opinion,general,1
C3-033,C3,clear,Should there be limits on free speech?,,curated_opinion,general,0
C3-033,C6,ambiguous,Should there be limits on it?,,curated_opinion,general,1
C3-034,C3,clear,Is artificial intelligence a threat to human jobs?,,curated_opinion,general,0
C3-034,C6,ambiguous,Is it a threat to human jobs?,,curated_opinion,general,1
C3-035,C3,clear,Should billionaires exist?,,curated_opinion,general,0
C3-035,C6,ambiguous,Should they exist?,,curated_opinion,general,1
C3-036,C3,clear,Is it ethical to keep pets?,,curated_opinion,general,0
C3-036,C6,ambiguous,Is it ethical?,,curated_opinion,general,1
C3-037,C3,clear,Should public transportation be free?,,curated_opinion,general,0
C3-037,C6,ambiguous,Should it be free?,,curated_opinion,general,1
C3-038,C3,clear,Is a vegetarian diet healthier than a meat-based one?,,curated_opinion,general,0
C3-038,C6,ambiguous,Is it healthier than the alternative?,,curated_opinion,general,1
C3-039,C3,clear,Should governments invest more in renewable energy?,,curated_opinion,general,0
C3-039,C6,ambiguous,Should governments invest more?,,curated_opinion,general,1
C3-040,C3,clear,Is competition better than cooperation in the workplace?,,curated_opinion,general,0
C3-040,C6,ambiguous,Is competition better than cooperation?,,curated_opinion,general,1
C3-041,C3,clear,Should gene editing in humans be allowed?,,curated_opinion,general,0
C3-041,C6,ambiguous,Should gene editing?,,curated_opinion,general,1
C3-042,C3,clear,Is it fair to tax the rich at higher rates?,,curated_opinion,general,0
C3-042,C6,ambiguous,Is it fair to do this?,,curated_opinion,general,1
C3-043,C3,clear,Should schools teach financial literacy?,,curated_opinion,general,0
C3-043,C6,ambiguous,Should schools teach it?,,curated_opinion,general,1
C3-044,C3,clear,Is technology making people less social?,,curated_opinion,general,0
C3-044,C6,ambiguous,Is it making people less social?,,curated_opinion,general,1
C3-045,C3,clear,Should there be a maximum income cap?,,curated_opinion,general,0
C3-045,C6,ambiguous,Should there be one?,,curated_opinion,general,1
C3-046,C3,clear,Is it ethical to use facial recognition in public spaces?,,curated_opinion,general,0
C3-046,C6,ambiguous,Is it ethical to use facial recognition?,,curated_opinion,general,1
C3-047,C3,clear,Should homework be abolished?,,curated_opinion,general,0
C3-047,C6,ambiguous,Should it be abolished?,,curated_opinion,general,1
C3-048,C3,clear,Is nuclear disarmament realistic?,,curated_opinion,general,0
C3-048,C6,ambiguous,Is it realistic?,,curated_opinion,general,1
C3-049,C3,clear,Should governments fund the arts?,,curated_opinion,general,0
C3-049,C6,ambiguous,Should governments fund them?,,curated_opinion,general,1
C3-050,C3,clear,Is it better to specialize or to be a generalist in a career?,,curated_opinion,general,0
C3-050,C6,ambiguous,Is it better to specialize or to be a generalist?,,curated_opinion,general,1
C3-051,C3,clear,Should social media require age verification?,,curated_opinion,general,0
C3-051,C6,ambiguous,Should it require age verification?,,curated_opinion,general,1
C3-052,C3,clear,Is climate change the most urgent global issue?,,curated_opinion,general,0
C3-052,C6,ambiguous,Is it the most urgent global issue?,,curated_opinion,general,1
C3-053,C3,clear,Should fast fashion be banned?,,curated_opinion,general,0
C3-053,C6,ambiguous,Should it be banned?,,curated_opinion,general,1
C3-054,C3,clear,Is it ethical for companies to use customer data for advertising?,,curated_opinion,general,0
C3-054,C6,ambiguous,Is it ethical for companies to use customer data?,,curated_opinion,general,1
C3-055,C3,clear,Should the school day start later for teenagers?,,curated_opinion,general,0
C3-055,C6,ambiguous,Should the school day start later?,,curated_opinion,general,1
C3-056,C3,clear,Is meritocracy a myth?,,curated_opinion,general,0
C3-056,C6,ambiguous,Is it a myth?,,curated_opinion,general,1
C3-057,C3,clear,Should countries open their borders to more immigrants?,,curated_opinion,general,0
C3-057,C6,ambiguous,Should countries open their borders to them?,,curated_opinion,general,1
C3-058,C3,clear,Is it ethical to clone animals?,,curated_opinion,general,0
C3-058,C6,ambiguous,Is it ethical?,,curated_opinion,general,1
C3-059,C3,clear,Should there be term limits for politicians?,,curated_opinion,general,0
C3-059,C6,ambiguous,Should there be term limits?,,curated_opinion,general,1
C3-060,C3,clear,Is a college degree still worth the cost?,,curated_opinion,general,0
C3-060,C6,ambiguous,Is it still worth the cost?,,curated_opinion,general,1
C3-061,C3,clear,Should junk food advertising be banned?,,curated_opinion,general,0
C3-061,C6,ambiguous,Should it be banned?,,curated_opinion,general,1
C3-062,C3,clear,Is it better to save money or to spend it on experiences?,,curated_opinion,general,0
C3-062,C6,ambiguous,Is it better to do one or the other?,,curated_opinion,general,1
C3-063,C3,clear,Should governments regulate cryptocurrency?,,curated_opinion,general,0
C3-063,C6,ambiguous,Should governments regulate it?,,curated_opinion,general,1
C3-064,C3,clear,Is the nuclear family the best structure for raising children?,,curated_opinion,general,0
C3-064,C6,ambiguous,Is the nuclear family the best structure?,,curated_opinion,general,1
C3-065,C3,clear,Should employees have the right to disconnect after work hours?,,curated_opinion,general,0
C3-065,C6,ambiguous,Should employees have that right?,,curated_opinion,general,1
C3-066,C3,clear,Is it ethical to test products on animals for safety?,,curated_opinion,general,0
C3-066,C6,ambiguous,Is it ethical to test products on animals?,,curated_opinion,general,1
C3-067,C3,clear,Should public figures have a right to privacy?,,curated_opinion,general,0
C3-067,C6,ambiguous,Should they have a right to privacy?,,curated_opinion,general,1
C3-068,C3,clear,Is automation good for society?,,curated_opinion,general,0
C3-068,C6,ambiguous,Is automation good?,,curated_opinion,general,1
C3-069,C3,clear,Should there be a global tax on carbon?,,curated_opinion,general,0
C3-069,C6,ambiguous,Should there be one?,,curated_opinion,general,1
C3-070,C3,clear,Is it ethical to use AI to create art?,,curated_opinion,general,0
C3-070,C6,ambiguous,Is it ethical?,,curated_opinion,general,1
C3-071,C3,clear,Should the voting age be lowered to 16?,,curated_opinion,general,0
C3-071,C6,ambiguous,Should it be lowered to 16?,,curated_opinion,general,1
C3-072,C3,clear,Is multitasking effective?,,curated_opinion,general,0
C3-072,C6,ambiguous,Is it effective?,,curated_opinion,general,1
C3-073,C3,clear,Should governments ban single-use plastics?,,curated_opinion,general,0
C3-073,C6,ambiguous,Should governments ban them?,,curated_opinion,general,1
C3-074,C3,clear,Is it better to lead or to follow?,,curated_opinion,general,0
C3-074,C6,ambiguous,Is it better to do one or the other?,,curated_opinion,general,1
C3-075,C3,clear,Should schools ban mobile phones?,,curated_opinion,general,0
C3-075,C6,ambiguous,Should schools ban them?,,curated_opinion,general,1
C3-076,C3,clear,Is economic growth more important than environmental protection?,,curated_opinion,general,0
C3-076,C6,ambiguous,Is it more important than the other?,,curated_opinion,general,1
C3-077,C3,clear,Should there be stricter gun control laws?,,curated_opinion,general,0
C3-077,C6,ambiguous,Should there be stricter laws?,,curated_opinion,general,1
C3-078,C3,clear,Is it ethical to keep secrets from loved ones?,,curated_opinion,general,0
C3-078,C6,ambiguous,Is it ethical?,,curated_opinion,general,1
C3-079,C3,clear,Should companies adopt a four-day work week?,,curated_opinion,general,0
C3-079,C6,ambiguous,Should companies adopt it?,,curated_opinion,general,1
C3-080,C3,clear,Is social media addiction a real problem?,,curated_opinion,general,0
C3-080,C6,ambiguous,Is it a real problem?,,curated_opinion,general,1
C3-081,C3,clear,Should wealthy nations do more to help poorer ones?,,curated_opinion,general,0
C3-081,C6,ambiguous,Should they do more to help others?,,curated_opinion,general,1
C3-082,C3,clear,Is it ethical to use performance-enhancing drugs in sports?,,curated_opinion,general,0
C3-082,C6,ambiguous,Is it ethical to use performance-enhancing drugs?,,curated_opinion,general,1
C3-083,C3,clear,Should governments invest in space colonization?,,curated_opinion,general,0
C3-083,C6,ambiguous,Should governments invest?,,curated_opinion,general,1
C3-084,C3,clear,Is online anonymity good for society?,,curated_opinion,general,0
C3-084,C6,ambiguous,Is online anonymity good?,,curated_opinion,general,1
C3-085,C3,clear,Should there be a limit on screen time for children?,,curated_opinion,general,0
C3-085,C6,ambiguous,Should there be a limit on screen time?,,curated_opinion,general,1
C3-086,C3,clear,Is it better to be honest or kind when they conflict?,,curated_opinion,general,0
C3-086,C6,ambiguous,Is it better to choose one or the other?,,curated_opinion,general,1
C3-087,C3,clear,Should animal testing for cosmetics be banned?,,curated_opinion,general,0
C3-087,C6,ambiguous,Should animal testing?,,curated_opinion,general,1
C3-088,C3,clear,Is remote education widening the inequality gap?,,curated_opinion,general,0
C3-088,C6,ambiguous,Is it widening the inequality gap?,,curated_opinion,general,1
C3-089,C3,clear,Should governments subsidize electric vehicles?,,curated_opinion,general,0
C3-089,C6,ambiguous,Should governments subsidize them?,,curated_opinion,general,1
C3-090,C3,clear,Is it ethical to genetically select traits in babies?,,curated_opinion,general,0
C3-090,C6,ambiguous,Is it ethical to genetically select traits?,,curated_opinion,general,1
C3-091,C3,clear,Should the workweek be shortened?,,curated_opinion,general,0
C3-091,C6,ambiguous,Should it be shortened?,,curated_opinion,general,1
C3-092,C3,clear,Is artificial intelligence overhyped?,,curated_opinion,general,0
C3-092,C6,ambiguous,Is it overhyped?,,curated_opinion,general,1
C3-093,C3,clear,Should there be more women in leadership through quotas?,,curated_opinion,general,0
C3-093,C6,ambiguous,Should there be more women?,,curated_opinion,general,1
C3-094,C3,clear,Is it ethical to eat genetically modified food?,,curated_opinion,general,0
C3-094,C6,ambiguous,Is it ethical?,,curated_opinion,general,1
C3-095,C3,clear,Should fossil fuel subsidies be eliminated?,,curated_opinion,general,0
C3-095,C6,ambiguous,Should they be eliminated?,,curated_opinion,general,1
C3-096,C3,clear,Is privacy dead in the digital age?,,curated_opinion,general,0
C3-096,C6,ambiguous,Is privacy dead?,,curated_opinion,general,1
C3-097,C3,clear,Should schools focus more on creativity than on grades?,,curated_opinion,general,0
C3-097,C6,ambiguous,Should schools focus more on one than the other?,,curated_opinion,general,1
C3-098,C3,clear,Is it ethical for governments to monitor citizens online?,,curated_opinion,general,0
C3-098,C6,ambiguous,Is it ethical?,,curated_opinion,general,1
C3-099,C3,clear,Should there be a universal global language?,,curated_opinion,general,0
C3-099,C6,ambiguous,Should there be one?,,curated_opinion,general,1
C3-100,C3,clear,Is technological progress always good for humanity?,,curated_opinion,general,0
C3-100,C6,ambiguous,Is technological progress always good?,,curated_opinion,general,1
